Numero_Parada,UTM_X,UTM_Y,Longitud,Latitud
97.0,467846.977,4379318.00299999,2.6256990033239904,39.56295300249568
98.0,467956.990756969,4379552.15970396,2.626968370333328,39.56506693993167
99.0,471014.96,4380018.985,2.6625470010380154,39.56938199724263
100.0,468193.976,4379910.99799999,2.6297100045437944,39.56830899915651
101.0,468419.032999999,4380060.01499999,2.6323230057263705,39.569660003967215
102.0,468780.96,4380328.013,2.636524001060285,39.572087998047856
103.0,469040.032999999,4380398.001,2.6395370054691534,39.572728005011065
104.0,469371.999,4380354.059,2.643404001587069,39.572343998634395
105.0,469705.961999999,4380248.972,2.6472969978372314,39.57140899920967
106.0,469926.038999999,4380253.99399999,2.6498590054949074,39.57146199698599
107.0,469828.61620818,4380600.0466833,2.648709027888416,39.57457661192196
108.0,469782.476667341,4380674.97348857,2.6481684133759438,39.575250099379815
109.0,464752.021,4376466.99199999,2.5898220040263107,39.537142998894225
110.0,470192.957999999,4380846.059,2.652939999027926,39.576806001898206
111.0,470692.0,4380611.79999999,2.6587608751333955,39.57471246515794
112.0,464947.032,4376624.036,2.5920829952272397,39.53856599698667
113.0,470673.973999999,4380589.065,2.658552003166403,39.57450699940557
114.0,470817.004,4380846.006,2.660205995459062,39.5768269971576
115.0,471087.009,4381070.06699999,2.6633399974337575,39.57885500478935
116.0,471379.016,4381326.018,2.666728998534757,39.581171001535566
117.0,471562.989,4381494.03399999,2.668863994992898,39.582691000577015
118.0,471910.972999999,4381801.962,2.672903003492195,39.585477001340855
119.0,472166.00828819,4382096.84578417,2.6758604675342474,39.588142315066754
121.0,472451.820824646,4382362.73399346,2.6791777865867066,39.59054728458068
122.0,472694.859217207,4382555.20853386,2.682000207738746,39.59228931801052
123.0,472977.296945151,4382761.02058374,2.6852810822406807,39.59415270159018
124.0,473220.026,4382909.03799999,2.688101996712635,39.59549400522884
125.0,473513.005999999,4383063.95899999,2.691508004748347,39.5968989991783
126.0,473732.650443907,4383233.46011706,2.6940594334288575,39.598433018868015
127.0,469782.978999999,4380988.047,2.648160000845353,39.57807100082064
128.0,464957.02,4376780.035,2.592190998747591,39.53997200129106
129.0,469046.989,4380119.069,2.6396310039120205,39.57021499751827
130.0,475668.028999999,4381050.058,2.7166810045442236,39.578817004351905
131.0,468732.018999999,4380311.00899999,2.6359550045312172,39.57193300358364
132.0,468446.032,4380151.02199999,2.632633004163317,39.5704809971719
133.0,468134.989999999,4380167.05999999,2.6290109991737447,39.570614000473576
134.0,467944.012999999,4380200.036,2.6267859967930103,39.5709040044041
135.0,467558.014,4380324.063,2.6222860042345473,39.572007002743845
136.0,466751.616964333,4380537.50572736,2.612886826096006,39.57389928394764
137.0,466494.966,4380551.014,2.6098980041268636,39.574011004685325
138.0,465066.989,4376888.968,2.5934649949173396,39.54095800210697
139.0,465779.001999999,4379662.058,2.6016080052998447,39.56597300402324
140.0,465683.015,4379383.024,2.600505001633803,39.56345499886512
141.0,465609.962999999,4379163.04499999,2.59966599572444,39.5614700037274
142.0,465315.028999999,4378699.00499999,2.5962569949592336,39.55727700353582
143.0,465459.962999999,4378315.01499999,2.5979640022239447,39.553822997180866
